path,avg_red,avg_orange,avg_yellow,avg_green,avg_blue,avg_violet,avg_black,avg_grey,avg_white,avg_saturation,avg_value,code_img,cote,institution,institution_country,folio,type,columns,title,author,illuminator,language,century,date,country,region,city,sword,holofernes_naked,action,blood,stripes,holofernes_crowned
Basel_AII5.jpg,0.02544841833950777,0.04549138809913558,1.152321874730766e-5,0,1.0769363315240803e-7,0,0.056228497171247234,0.24435561514603257,0.03274922101605353,0.27203701452599705,0.53214071376806,Basel,A II 5,Basel - Universitatsbibliothek,Switzerland,191v,Full page miniature,1,Postilla super totam Bibliam,Nicolas de Lyre,Unknown,Latin,14th,1393,Switzerland,Bade-Wurtemberg,Freiburg,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
BeauneBM23.jpg,0.037389814930860174,0.0043342941889125625,0.0038260155129436996,0.004087117572516745,0.07798596315327735,0,0.0800712982690674,0.20120872846778348,0.052053306596482433,0.4206494258693274,0.38827459936363456,Beaune,23,Bibliotheque municipale - Beaune,France,169r,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1270-1280,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Sword_beheading,Blood,No_stripes,Crowned
BesanconBM24.jpg,0.028106060606060607,0.023452380952380954,0.005851370851370851,1.6233766233766234e-4,0.015670995670995672,0,0.1174025974025974,0.15865800865800866,0.057272727272727274,0.2804084754749737,0.37938092408680646,Besancon,24,Bibliotheque municipale - Besancon,France,119r,Historiated lettrine,2,Glossed Bible,Not applicable,Unknown,Latin,13th,1270-1300,France,Unknown,Unknown,Two-hands_sword,Naked,Sword_beheading,Blood,No_stripes,Crowned
BesanconBM4.jpg,0.024662789427697684,0.002061489733508082,0.009699923547400612,5.733944954128441e-4,0.01747487986020096,0,0.1177165246832678,0.209043250327654,0.006573558322411533,0.25353769419292427,0.3162510761185208,Besancon,4,Bibliotheque municipale - Besancon,France,215v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,ca. 1250,France,Unknown,Unknown,Two-hands_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Crowned
BL_Add18720.jpg,0.05913305422438574,0.10775245481948173,0.006255204178482214,0.0013014085491187106,0.04766736346855948,6.890380834260138e-5,0.00801128081504471,0.2233351966475871,0.10198685587070151,0.46942733767347467,0.5193087138370606,BL,Additional 18720,British Library,United Kingdom,206r,Historiated lettrine,2,Parisian Bible,Not applicable,Jacopino da Reggio,Latin,13th,1275-1300,Italy,Emilia-Romagna,Bologna,One-hand_sword,Naked,Raised_sword_post_kill,Blood,No_stripes,Not_crowned
BL_Add50003.jpg,0.0831006177540831,0.04479019330504479,0.021125738947521126,4.04985553500405e-4,0.050592971385050596,4.231192350004231e-5,0.00835962717150836,0.3151029388653151,0.009870767296509871,0.4139327887613965,0.4019423661823196,BL,Additional 50003,British Library,United Kingdom,179v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1273,Spain,Catalogna,Vich?,One-hand_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
BL_Egerton1895.jpg,0.023282528290984685,0.01618277906511196,0.020703334612331398,0.11221147816212027,0.04356738997937169,0,0.05097200280379241,0.2689423305250156,0.01341900000452532,0.45049294588902045,0.33916961535101026,BL,Egerton 1895,British Library,United Kingdom,143r,One-column miniature,2,Bible,Not applicable,Berthold Furtmeyr,German,15th,1465,Germany,Bavaria,Regensburg,One-hand_sword,Not_naked,Raised_sword_post_kill,Blood,No_stripes,Not_crowned
BL_Royal15DI.jpg,0.022311868467319692,0.003023242334666435,1.1746749357599645e-4,0.00804806893487123,0.04077126683282135,0,0.008006337062153443,0.2521161537123978,0.07321084255878205,0.2154989724394275,0.5435856603890807,BL,Royal 15 D I,British Library,United Kingdom,66v,Half-page miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Master of the Soane Josephus - Master of Edward IV - Master of the Harley Froissart - Follower of Loyset Liedet - and Master of the Vienna Chroniques d'Angleterre,French,15th,1470,Netherlands,South,Bruges,One-hand_sword,Naked,Beheaded,Blood,No_stripes,Not_crowned
BL_Royal15DIII.jpg,0.09294326918123498,0.0298851201677591,0.001151525619929878,6.363694215401958e-5,0.012745570414276493,2.121231405133986e-5,9.090991736288513e-6,0.19581693166907577,0.13750731067252125,0.2717554020140491,0.6280401598422137,BL,Royal 15 D III,British Library,United Kingdom,239r,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Workshop of Master of the Boucicaut Hours - Master of Egerton 1070,French,15th,1400-1425,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
BL_Royal17EVII.jpg,0.061400965753972844,0.00827916159038159,0,0,0.017040310890965842,4.209240765607539e-5,0.03625342000812205,0.25632556995194944,0.04075434337326184,0.22353679123118486,0.4761407225561077,BL,Royal 17 E VII,British Library,United Kingdom,217r,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Master of the Bible of Jean de Sy,French,14th,1357,France,Ile-de-France,Paris,One-hand_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
BL_Royal18EV.jpg,0.003421699874219883,0.011049422773411526,0.005384510619206704,8.556252553656836e-4,0.0048148949295391,0,0.1134929218641094,0.21574254332203716,0.004097868147186772,0.1990713070733566,0.2804601098577084,BL,Royal 18 E V,British Library,United Kingdom,137v,Half-page miniature,2,Chronique of Baudouin d'Avennes,Unknown,Master of the Soane Josephus,French,15th,1473,Netherlands,South,Bruges,One-hand_sword,Naked,Beheaded,Blood,No_stripes,Not_crowned
BL_Royal19DII.jpg,0.051669085227872946,0.03978866778976865,5.3653139403643966e-5,0,0.034294919909484654,2.7799554095152315e-6,0.04668017724995691,0.24299840430559494,0.043654751777781484,0.3132817165739335,0.4380671089957284,BL,Royal 19 D II,British Library,United Kingdom,24r,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Master of the Coronation Book of Charles V,French,14th,1350,France,Ile-de-France,Paris,One-hand_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
BL_Royal19DIII.jpg,0.07073505730794734,0.025816993464052286,0.008103627924599791,0.011205834991001232,0.07494079757506868,0.0016766126740551293,5.683432793407218e-5,0.2745571658615137,0.058719333143885576,0.32383190790637234,0.5541792918739913,BL,Royal 19 D III,British Library,United Kingdom,227r,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Master of Egerton 1070,French,15th,1411,France,Ile-de-France,Paris and Clairefontaine,Two-hands_sword,Naked,Sword_beheading,Blood,No_stripes,Not_crowned
BL_Royal1BX.jpg,0.013463451876549942,0.01677851582851713,4.566203790588414e-6,0,0,0,0.001305021043350169,0.174154099332284,0.15787421295769916,0.16153710101595983,0.7090054912898185,BL,Royal 1 B X,British Library,United Kingdom,26v,One-column miniature,Varia,Compendium in Genealogia Christi,Peter of Poitiers,Unknown,Latin,15th,1425-1450,England,London or Surrey,London or Sheen Priory,One-hand_sword,Not_naked,Raised_sword_pre_kill,No_blood,No_stripes,Not_crowned
BL_Royal1CII.jpg,0.08464632019113624,0.018817739658430588,2.655372482374965e-5,0,0.024184753230545128,0,0.07476770232515795,0.1826643375256607,0.07590129348251469,0.35245755466346923,0.448916644597447,BL,Royal 1 C II,British Library,United Kingdom,169r,Historiated lettrine,2,Parisian Bible,Not applicable,Cholet group,Latin,13th,1275-1300,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Crowned
BL_Royal1DI.jpg,0.07700923628342983,0.018610421836228287,0.0029121863799283156,9.822167080231596e-4,0.033429831816928594,2.584780810587262e-4,0.009132892197408326,0.3056072511717673,0.018593189964157705,0.2815442614786849,0.47381140628294327,BL,Royal 1 D I,British Library,United Kingdom,205v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1275-1300,England,Unknown,Unknown,One-hand_sword,Naked,Sword_beheading,Blood,No_stripes,Not_crowned
BL_Stowe12.jpg,0.025807325281209662,8.182740180711784e-4,2.0072684246112238e-4,4.802077570840248e-6,0.019708686766242548,8.672552092937488e-4,0.10892360470834102,0.186688448890528,0.03772127973446432,0.21475852190237435,0.366130476100945,BL,Stowe 12,British Library,United Kingdom,130r,Historiated lettrine,2,Breviary,Not applicable,Although connected with an East Anglian group centered around the Gorleston Psalter (Additional 49622) - Sandler compares the artist to that of the Barlow Psalter (Oxford - Bodleian Library - MS Barlow 22) and of the Tiptoft Missal (New York - Pierpont Morgan Library - M.107).,Latin,14th,1322-1325,England,East,Norwich,One-hand_sword,Not_naked,Raised_sword_pre_kill,No_blood,No_stripes,Not_crowned
BL_YatesThompson20.jpg,0.10889168626756542,0.018024614365951024,0.030054369236020485,0,0.027948379381009393,0,0.019572668327129054,0.2610724225940939,0.05268824241211034,0.3425227807495891,0.4840696228754621,BL,Yates Thompson 20,British Library,United Kingdom,215r,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Fauvel Master,French,14th,1320-1340,France,Ile-de-France,Paris,One-hand_sword,Naked,Sword_beheading,Blood,No_stripes,Crowned
Bodleian-Library-MS-Auct-D-3-5_00020_fol-100r.jpg,0.008402694657252152,0.018651728542831553,0.0038205355510560284,1.653403792710536e-4,0.08262695738058527,4.5301884167451404e-5,0.07515122665774426,0.22252929387700193,0.03565281279858713,0.3406884234763472,0.4090913337973542,Bodleian,Auct. D. 3. 5,Bodleian Library,United Kingdom,100r,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1250,England,Oxfordshire,Oxford?,One-hand_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Not_crowned
Bodleian-Library-MS-Auct-D-4-8_00024_fol-286r.jpg,0.0010682469662409043,0.04717083770909714,0.008897282603956313,1.5156856858228575e-5,0.0010898402965594765,2.0762817614011745e-7,0.057859536216790394,0.24007070154653923,0.035403095570003706,0.19100677981040473,0.4525501344490148,Bodleian,Auct. D. 4. 8,Bodleian Library,United Kingdom,286r,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1240-1250,England,Unknown,Unknown,One-hand_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Not_crowned
Bodleian-Library-MS-Bodl-971_00003_fol-202v.jpg,0.009154021485456907,0.0042957292432869295,3.4507496299525066e-4,4.463272218741203e-4,3.0421082264054993e-5,2.633466822858492e-5,0.07090564015946095,0.25459539960588806,0.007832293567984308,0.1433650836057969,0.3987505348394841,Bodleian,Bodl. 971,Bodleian Library,United Kingdom,202v,One-column miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Unknown,French,14th,1375-1400,France,Unknown,Unknown,One-hand_sword,Naked,Beheaded,Blood,No_stripes,Not_crowned
Bodleian-Library-MS-Canon-Bibl-Lat-56_00023_fol-169v.jpg,0.051619351808965055,0.045516024651330346,6.995908599660336e-5,0,5.339406103648808e-4,5.628891976738202e-6,0.010666750295918893,0.2962011412176419,0.026465441819772527,0.28072454171845823,0.49664663096467043,Bodleian,Canon. Bibl. Lat. 56,Bodleian Library,United Kingdom,169v,Historiated lettrine,2,Bible,Not applicable,Unknown,Latin,Unknown,Unknown,Italy,Emilia-Romagna,Bologna,One-hand_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
Bodleian-Library-MS-Don-a-11_00014_fol-011v.jpg,0.13816745190420102,0.019071763349038085,0.0016235399489595603,5.521201413427562e-6,0.00730178886925795,1.41404102866117e-4,0.04758968884962701,0.24037439880251277,0.04536924568119356,0.45344300831840995,0.4175967509353564,Bodleian,Don. a. 11,Bodleian Library,United Kingdom,11v,Historiated lettrine,Other,Antiphonal,Not applicable,Unknown,Latin,14th,1350-1400,Italy,Tuscany,Pisa,One-hand_sword,Naked,Raised_sword_post_kill,Blood,Stripes,Crowned
Bodleian-Library-MS-Douce-204_00074_fol-030r.jpg,7.483486769591868e-4,0.0017422647508940536,2.8992316292789685e-4,7.433927254561458e-7,0,0,8.962838293249597e-4,0.21393801888812236,0.118499030615886,0.08685365247715789,0.7104848090563235,Bodleian,Douce 204,Bodleian Library,United Kingdom,30r,One-column miniature,2,Speculum humanae salvationis,Ludolphe le Chartreux,Unknown,Latin,15th,1430-1450,Spain,Catalogna,Roussillon,One-hand_sword,Not_naked,Raised_sword_post_kill,Blood,No_stripes,Not_crowned
Bodleian-Library-MS-Lat-liturg-d-42_00016_fol-016r.jpg,0.013165998540022247,0.03673941985002734,0.002211309462798845,1.1630971940716355e-7,0.00296426950881097,0.0013866735522020555,0.03538987817574602,0.14267503922181818,0.15526841593576912,0.2073290017317057,0.5987861110356382,Bodleian,Lat. liturg. d. 42,Bodleian Library,United Kingdom,16r,Historiated lettrine,Unknown,Breviary,Not applicable,Master of the Mary Psalter,Latin,14th,1300-1325,England,Unknown,Unknown,Two-hands_sword,Not_naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
Bodleian-Library-MS-Laud-Misc-752_00049_fol-317v.jpg,0.035172445083692286,0.014574803131790446,0.014278877110199635,5.454089251049942e-5,0.05721470617761349,4.831275129150571e-4,0.05767252814542269,0.18279612340484264,0.092864681783068,0.3303004332053951,0.47393239057446246,Bodleian,Laud Misc. 752,Bodleian Library,United Kingdom,317v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,Unknown,England,Unknown,Unknown,One-hand_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Not_crowned
Bodleian-Library-MS-Lyell-67_00007_fol-058v-059r.jpg,0.001404033105622701,0.0021940216575332184,4.691839951955559e-5,0,1.2413826539549083e-4,6.451279933938893e-6,7.12768686034582e-4,0.07150481382779071,0.26111575081950805,0.05017601555219866,0.8169367947520573,Bodleian,Lyell 67,Bodleian Library,United Kingdom,58v,Half-page miniature,1,Speculum humanae salvationis,Ludolphe le Chartreux,Unknown,Latin,14th,1375-1400,Netherlands,Bohemia,Prague,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
BourgesBM6.jpg,0.04868270857538882,0.004754988890927251,0.0011606772797380024,1.1210990847754744e-5,0.012512315103582762,0.009917140585825232,0.07992841952207207,0.20972944142087419,0.043675472390387084,0.2573600464300794,0.40541172180702245,Bourges,6,Bibliotheque municipale - Bourges,France,268r,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,14th,Unknown,France,Ile-de-France,Paris?,One-hand_sword,Naked,Sword_beheading,Blood,No_stripes,Crowned
CarpentrasBM1260.jpg,0.05173158046721265,0.023991759623943534,0.004057670724337391,1.0419550649435706e-4,1.994599695749121e-4,0,0.01811811007213306,0.18093103150574416,0.1342841917554561,0.25360688963524003,0.615140511872538,Carpentras,1260,Bibliotheque municipale - Carpentras,France,121v,Two-columns miniature,2,Histoire ancienne jusqu'a Cesar,Wauchier de Denain,Unknown,French,13th,1250-1300,Italy,Liguria,Genoa,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
ChamberyBM6.jpg,0,0,0,0,0,0,0.18737191717899795,0.12239417708995831,0.023567239064377077,0,0.3084870327185358,Chambery,6,Bibliotheque municipale - Chambery,France,214v,Historiated lettrine,2,Parisian Bible,Not applicable,Workshop of Mathurin,Latin,13th,ca. 1250,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Not_crowned
CharlevilleBM107.jpg,0.03009510051763573,0.02112676056338028,0.012555675935957626,0.0037799446250150475,0.018526543878656553,0,0.08931022029613579,0.16901408450704225,0.07500902853015529,0.2727298297822006,0.44112501386735026,Charleville,107,Bibliotheque municipale - Charleville-Meziere,France,173v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,ca. 1250,France,North,Unknown,One-hand_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Crowned
ChateaurouxBM2.jpg,0.09070109659732302,0.010391469117884211,0.006430414449282374,6.349782293178519e-4,0.014100548298661506,1.713433317206902e-4,0.05184647637477826,0.2220105628124496,0.05947629414610547,0.32962698705213456,0.44575783950090275,Chateauroux,2,Bibliotheque municipale - Chateauroux,France,145r,Historiated lettrine,2,Breviary,Not applicable,Master of Boucicaut,Latin,15th,ca. 1414,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Beheaded,No_blood,No_stripes,Not_crowned
ClermontFerrandBM1.jpg,0.012241432128310933,0.040634810981514495,0.014716857771993561,0,0,8.614645720124758e-4,0.0622927293623723,0.23369333917237722,0.03734726479858383,0.24183005551901013,0.4473967898400959,ClermontFerrand,1,Bibliotheque municipale - Clermont-Ferrand,France,221r,Historiated lettrine,2,Bible,Not applicable,Unknown,Latin,12th,1170-1180,France,Central France,Unknown,One-hand_sword,Naked,Beheaded,Blood,No_stripes,Not_crowned
ClermontFerrandBM21.jpg,0.06423381423381423,0.0028455028455028454,1.575001575001575e-5,1.575001575001575e-5,0.032749532749532746,0,0.1151116151116151,0.20820995820995822,0.010011760011760011,0.38116312725706136,0.2981021539845069,ClermontFerrand,21,Bibliotheque municipale - Clermont-Ferrand,France,221v,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,Unknown,France,Unknown,Unknown,Two-hands_sword,Not_naked,Sword_beheading,Blood,No_stripes,Crowned
ClermontFerrandBM69.jpg,0.11459168002136752,0.06300358351139601,0.002985332086894587,2.1701388888888888e-4,0.008335559116809117,5.56445868945869e-6,0.04450732282763533,0.2738631810897436,0.014962829415954415,0.41610222785881096,0.3668556618694487,ClermontFerrand,69,Bibliotheque municipale - Clermont-Ferrand,France,340r,One-column miniature,2,Breviary,Not applicable,Unknown,Latin,15th,1482-1500,France,Unknown,Unknown,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
DijonBM14.jpg,0.006699218542530478,0.042724632139017046,0.0076174694280288415,7.636353765005671e-4,0.008248914445691598,0,0.008462543507741989,0.12647194554701433,0.198398844278577,0.2551506467090496,0.686478381958534,Dijon,14,Bibliotheque municipale - Dijon,France,158r,Historiated lettrine,2,Bible,Not applicable,Unknown,Latin,12th,1109-1111,France,Bourgogne,Citeaux,Two-hands_sword,Not_naked,Sword_beheading,Blood,Stripes,Not_crowned
DijonBM2.jpg,0.05097801913088537,0.03589344990618876,0.004479291103494925,0.004001105911933938,0.03589171105094672,0,0.062212762849705526,0.1970540314489359,0.0740665390346919,0.39661273013438,0.4202170289094231,Dijon,2,Bibliotheque municipale - Dijon,France,370r,Historiated lettrine,2,Bible,Not applicable,Unknown,Latin,12th,1125-1150,France,Bourgogne,Dijon,One-hand_sword,Not_naked,Sword_beheading,Blood,No_stripes,Crowned
DijonBM4.jpg,0.01522688820989369,0.06592426117185593,0.008913916315244564,0,0.03446040924892469,0,0.049468447766470545,0.23017937257476664,0.05368551299209616,0.322899903073996,0.4674298348245976,Dijon,4,Bibliotheque municipale - Dijon,France,159v,Historiated lettrine,2,Parisian Bible,Not applicable,Workshop of Gautier Lebaube?,Latin,13th,1230-1240,France,Ile-de-France,Paris,Two-hands_sword,Not_naked,Sword_beheading,No_blood,No_stripes,Not_crowned
DijonBM7.jpg,0.02265935275844442,0.001061696354842515,2.9491565412292086e-5,0,0.05149227320986198,0,0.0648421218198262,0.2283335299437694,0.04015768156973772,0.27198978411538954,0.42113897582154247,Dijon,7,Bibliotheque municipale - Dijon,France,250v,Historiated lettrine,2,Parisian Bible,Not applicable,Aurifaber workshop,Latin,13th,ca. 1250,France,Ile-de-France,Paris,One-hand_sword,Naked,Sword_beheading,Blood,No_stripes,Not_crowned
DoleBM17.jpg,0.04338204483553321,0.00480567777079405,1.9641734758013828e-4,0,0.05985491305258747,0,0.10321076890844333,0.2106248690551016,0.019497695369788393,0.3686616857180248,0.3362897096823225,Dole,17,Bibliotheque municipale - Dole,France,198r,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,Unknown,Unknown,Unknown,Unknown,Two-hands_sword,Not_naked,Sword_beheading,Blood,No_stripes,Crowned
DouaiBM10.jpg,0.03426694815857378,0.0070091484869809996,3.00258034248182e-4,2.0642739854562515e-4,0.05174759558996012,0,0.07848932676518884,0.21793103448275863,0.03691297208538588,0.3181899022422408,0.4202825773987756,Douai,10,Bibliotheque municipale - Douai,France,232bis,Historiated lettrine,2,Parisian Bible,Not applicable,Unknown,Latin,13th,1235-1270,France,Nord?,Douai?,One-hand_sword,Naked,Sword_beheading,No_blood,No_stripes,Not_crowned
DouaiBM17.jpg,0.020304761904761905,0.031466666666666664,0.0016952380952380951,9.333333333333333e-4,0.042114285714285715,0,0.09767619047619047,0.21148571428571428,0.024171428571428573,0.38644942430870355,0.33917430438842205,Douai,17,Bibliotheque municipale - Douai,France,183v,Historiated lettrine,2,Parisian Bible,Not applicable,Workshop of Amiens,Latin,13th,1220-1230,France,Ile-de-France? Nord?,Paris? Amiens?,Two-hands_sword,Naked,Sword_beheading,Blood,No_stripes,Crowned
DouaiBM18.jpg,0.09161742555903139,0.012459241604184252,8.979260804078323e-4,2.524124004833077e-4,0.028125362066967908,0,0.08970157406028105,0.22482496648294353,0.018806792790108745,0.45363271781747966,0.34391453256079396,Douai,18,Bibliotheque municipale - Douai,France,145r,Historiated lettrine,Varia,Glossed Bible,Not applicable,Workshop of Johannes Grusch,Latin,13th,1225-1250,France,Ile-de-France,Paris,Two-hands_sword,Naked,Raised_sword_pre_kill,No_blood,No_stripes,Crowned
Francais12476.jpg,0.0421156462585034,0.00793285055957867,0.014475093263111697,0.009163045863506693,2.9800307219662056e-4,0,0.0039971472459951725,0.20980645161290323,0.11952973447443493,0.2190290763391456,0.6042877589745573,Francais,Francais 12476,BnF,France,101v,One-column miniature,2,Le champion des dames,Martin Le Franc,Poignare,French,15th,1451,France,Nord,Cambrai,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
Francais152.jpg,0.07455681560319015,0.005628704733757285,1.2176155766239948e-4,5.5346162573817945e-6,0.004173100658065873,0,0.05275042754910588,0.23831504142660268,0.042267864357624765,0.23944285887167996,0.43752979875375636,Francais,Francais 152,BnF,France,242r,Two-columns miniature,2,Bible historiale,Peter Comestor - Guyart Des Moulins,Unknown,French,14th,Unknown,France,Pas-de-Calais,Saint-Omer,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Not_crowned
Francais155.jpg,0.07344017849854426,0.02143252337804867,0.00387291048769648,3.718719672027065e-4,0.0146118472966722,0,0.07067834888846562,0.2582968263902116,0.0043581580546561095,0.35441447039277374,0.3418149130440273,Francais,Francais 155,BnF,France,110r,One-column miniature,3,Bible historiale,Peter Comestor - Guyart Des Moulins,Unknown,French,14th,Unknown,France,Ile-de-France,Paris,One-hand_sword,Not_naked,Beheaded,Blood,No_stripes,Crowned
